IMPAQ_ID,DBA Name,Address Line 1,Address Line 2,City,State,Zip,Latitude,Longitude,Full Address,matchsource,est_id,id,match,found_pic
0,DISCOUNT TOBACCO OUTLET #110,3326 ATLANTA HWY,,MONTGOMERY,AL,36109,32.38409418,-86.26177941,"3326 ATLANTA HWY  MONTGOMERY, AL 36109",Original,0,,Not Validated,
1,FAST LANE,3493 JACK SPRINGS RD,,ATMORE,AL,36502,31.07536691,-87.52319321,"3493 JACK SPRINGS RD  ATMORE, AL 36502",Original,1,1,Manually Verify Pic,1
2,TOBACCO N BEVERAGE OUTLET 3 Package Store,4220 MOBILE HWY,,MONTGOMERY,AL,36108,32.33069244,-86.34399543,"4220 MOBILE HWY  MONTGOMERY, AL 36108",Original,2,2,Active,
3,DIAMOND FOOD MART / SHELL,1204 E NASHVILLE AVE,,ATMORE,AL,36502,31.02420487,-87.48084617,"1204 E NASHVILLE AVE  ATMORE, AL 36502",Original,3,3,Active,
4,Poarch Creek Indians Smoke Shop/CREEK SMOKE SHOP,116 POARCH ROAD,,ATMORE,AL,36502,31.1018916,-87.48272393,"116 POARCH ROAD  ATMORE, AL 36502",Original,4,4,Active,
5,THE CIGAR SHOPPE,5349 YOUNG BARN RD,,MONTGOMERY,AL,36106,32.3493084,-86.22338736,"5349 YOUNG BARN RD  MONTGOMERY, AL 36106",Original,5,5,Active,
6,WIND CREEK CASINO & HOTEL,303 POARCH ROAD,,ATMORE,AL,36502,31.103343,-87.48397,"303 POARCH ROAD  ATMORE, AL 36502",Original,6,6,Manually Verify Pic,1
7,CHEVRON/Diamond Food Mart,303 HOWARD ST.,,ATMORE,AL,36502,31.029988,-87.496241,"303 HOWARD ST.  ATMORE, AL 36502",Original,7,7,Manually Verify Pic,1
8,CREEK CASINO MONTGOMERY,1801 EDDIE TULLIS DR.,,MONTGOMERY,AL,36117,32.423746,-86.140129,"1801 EDDIE TULLIS DR.  MONTGOMERY, AL 36117",Original,8,8,Active,
9,CCS Wetumpka/RIVERSIDE SMOKE SHOP,102 RIVER OAKS DR.,,WETUMPKA,AL,36092,32.525197,-86.209731,"102 RIVER OAKS DR.  WETUMPKA, AL 36092",Original,9,9,Manually Verify Pic,1
10,WIND CREEK CASINO AND HOTEL,100 RIVER OAKS DR.,,WETUMPKA,AL,36092,32.525201,-86.209727,"100 RIVER OAKS DR.  WETUMPKA, AL 36092",Original,10,10,Manually Verify Pic,1
11,Poarch Creek Indians Convenience/Creek Travel Plaza,4740 JACK SPRINGS RD.,,ATMORE,AL,36502,31.086001,-87.538763,"4740 JACK SPRINGS RD.  ATMORE, AL 36502",Original,11,11,Active,
12,F & M CIGARS,8860 MINNIE BROWN RD,,MONTGOMERY,AL,36117,32.361886,-86.139049,"8860 MINNIE BROWN RD  MONTGOMERY, AL 36117",Original,12,12,Manually Verify Pic,1
13,SPEAKEASY CIGARS & SPIRITS LLC,162 MOSLEY ST,,ATMORE,AL,36502,31.027618,-87.482712,"162 MOSLEY ST  ATMORE, AL 36502",Original,13,13,Active,
14,TOBACCO ROAD LIMITED,2073 COLISEUM BLVD,,MONTGOMERY,AL,36110,32.420231,-86.268651,"2073 COLISEUM BLVD  MONTGOMERY, AL 36110",Original,14,14,Manually Verify Pic,1
