address,block,countyfp,id,lat,lon,match,matchtype,parsed,side,statefp,tigerlineid,tract,matchsource,Coordinates,On Tribe Land,Assoc Tribe,Assoc Res
"235 Main St, Orofino, ID, 83544",,,1401796.0,46.4780304,-116.2544111,True,ROOFTOP,,,,,,Google,POINT (-116.2544111 46.4780304),True,Nez Perce,Nez Perce Reservation
"1402 E Satco Rd, Whiteriver, AZ, 85941",,,7612544.0,33.81950870000001,-109.9778509,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-109.9778509 33.81950870000001),True,Fort Apache,Fort Apache Reservation
"125 Goddard Ave, Ignacio, CO, 81137",2036.0,67.0,1424206.0,37.119125,-107.63311000000002,True,Exact,"125 GODDARD AVE, IGNACIO, CO, 81137",L,8.0,91702445.0,940300.0,Census,POINT (-107.63311 37.119125),True,Southern Ute,Southern Ute Reservation
"413 W Sd Highway 46, Wagner, SD, 57380",1006.0,23.0,7404695.0,43.081646,-98.29824,True,Exact,"413 STATE HWY 46, WAGNER, SD, 57380",L,46.0,174525759.0,940300.0,Census,POINT (-98.29824000000001 43.081646),True,Yankton,Yankton Reservation
"734 N Riverside Dr, Espanola, NM, 87532",2002.0,49.0,1620542.0,36.001553,-106.062965,True,Exact,"734 RIVERSIDE DR, ESPANOLA, NM, 87532",R,35.0,614070362.0,940900.0,Census,POINT (-106.062965 36.001553),True,Santa Clara,Santa Clara Pueblo
"210 Main St, Hot Springs, MT, 59845",2289.0,89.0,7570879.0,47.608475,-114.67007,True,Exact,"210 MAIN ST, HOT SPRINGS, MT, 59845",R,30.0,204459506.0,940300.0,Census,POINT (-114.67007 47.608475),True,Flathead,Flathead Reservation
"322 Main St, Dante, SD, 57329",2188.0,23.0,1000522.0,43.038338,-98.18465,True,Exact,"322 MAIN ST, DANTE, SD, 57329",L,46.0,174517437.0,940300.0,Census,POINT (-98.18465 43.038338),True,Yankton,Yankton Reservation
"698 Broad St, Salamanca, NY, 14779",6007.0,9.0,1409258.0,42.159176,-78.74141,True,Exact,"698 BROAD ST, SALAMANCA, NY, 14779",R,36.0,122025276.0,940300.0,Census,POINT (-78.74141 42.159176),True,Allegany,Allegany Reservation
"1250 Nevada St, Nixon, NV, 89424",,,7445847.0,39.8242942,-119.3695857,True,ROOFTOP,,,,,,Google,POINT (-119.3695857 39.8242942),True,Pyramid Lake Paiute,Pyramid Lake Paiute Reservation
"3011 Hina Chata St, Jena, LA, 71342",,,4037953.0,31.6917235,-92.1555891,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-92.1555891 31.6917235),True,Jena Band of Choctaw,Jena Band of Choctaw Reservation
"900 S California Ave, Parker, AZ, 85344",2145.0,12.0,769408.0,34.151245,-114.2897,True,Non_Exact,"900 S CALIFORNIA AVE, PARKER, AZ, 85344",L,4.0,129736081.0,940200.0,Census,POINT (-114.2897 34.151245),True,Colorado River,Colorado River Indian Reservation
"307 3rd St NE, Parshall, ND, 58770",1112.0,61.0,7360751.0,47.957787,-102.13807,True,Non_Exact,"307 3RD ST NW, PARSHALL, ND, 58770",L,38.0,200599070.0,940300.0,Census,POINT (-102.13807 47.957787),True,Fort Berthold,Fort Berthold Reservation
"9924 W F St, Worley, ID, 83876",,,7591713.0,47.4003071,-116.9214601,True,ROOFTOP,,,,,,Google,POINT (-116.9214601 47.4003071),True,Coeur d'Alene,Coeur d'Alene Reservation
"16281 State Highway 305 NE, Poulsbo, WA, 98370",,,1616206.0,47.7080256,-122.58308999999998,True,ROOFTOP,,,,,,Google,POINT (-122.58309 47.7080256),True,Port Madison,Port Madison Reservation
"1910 N Main St, Miami, OK, 74354",2044.0,115.0,7274023.0,36.896812,-94.87749,True,Non_Exact,"1910 N MAIN ST, MIAMI, OK, 74354",R,40.0,56288734.0,574300.0,Census,POINT (-94.87748999999999 36.896812),True,Miami/Peoria,Miami/Peoria joint-use OTSA
"1796 Central Ave, Horton, KS, 66439",3019.0,13.0,1000574.0,39.672623,-95.527214,True,Exact,"1796 CENTRAL AVE, HORTON, KS, 66439",R,20.0,9771292.0,480800.0,Census,POINT (-95.527214 39.672623),True,Kickapoo (KS),Kickapoo (KS) Reservation
"113 Main St, McLaughlin, SD, 57642",,,1413901.0,45.8152915,-100.8110564,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-100.8110564 45.8152915),True,Standing Rock,Standing Rock Reservation
"811 N Riverside Dr, Espanola, NM, 87532",,,7304845.0,36.00228660000001,-106.06277959999998,True,ROOFTOP,,,,,,Google,POINT (-106.0627796 36.00228660000001),True,Santa Clara,Santa Clara Pueblo
"63802 Us Highway 93, Ronan, MT, 59864",,,671611.0,47.5199872,-114.0964842,True,ROOFTOP,,,,,,Google,POINT (-114.0964842 47.5199872),True,Flathead,Flathead Reservation
"1501 N Union St, Ponca City, OK, 74601",1014.0,71.0,1411909.0,36.720753,-97.0852,True,Non_Exact,"1501 N UNION ST, PONCA CITY, OK, 74601",R,40.0,115892524.0,100.0,Census,POINT (-97.0852 36.720753),True,Kaw/Ponca,Kaw/Ponca joint-use OTSA
"104 W Main St, Hominy, OK, 74035",,,655375.0,36.415271,-96.394379,True,ROOFTOP,,,,,,Google,POINT (-96.394379 36.415271),True,Osage,Osage Reservation
"110 N Main St, Saint Ignatius, MT, 59865",,,2103648.0,47.3176651,-114.0968036,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-114.0968036 47.3176651),True,Flathead,Flathead Reservation
"331 N Main St, Fairfax, OK, 74637",,,7606329.0,36.5738715,-96.7046171,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-96.70461709999999 36.5738715),True,Osage,Osage Reservation
"100 Valley View Dr, Pender, NE, 68047",,,657784.0,42.1081305,-96.7062561,True,ROOFTOP,,,,,,Google,POINT (-96.7062561 42.1081305),True,Omaha,Omaha Reservation
"427 E 4th St, Carnegie, OK, 73015",,,7494447.0,35.1020604,-98.5957882,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-98.5957882 35.1020604),True,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA
"108 Blaine St, Saint Ignatius, MT, 59865",,,1407857.0,47.3189323,-114.0957017,True,ROOFTOP,,,,,,Google,POINT (-114.0957017 47.3189323),True,Flathead,Flathead Reservation
"508 3rd St, Kamiah, ID, 83536",,,7448535.0,46.2297218,-116.0273924,True,ROOFTOP,,,,,,Google,POINT (-116.0273924 46.2297218),True,Nez Perce,Nez Perce Reservation
"1903 Euclid Ave, Horton, KS, 66439",,,655161.0,39.6741775,-95.5305159,True,ROOFTOP,,,,,,Google,POINT (-95.5305159 39.6741775),True,Kickapoo (KS),Kickapoo (KS) Reservation
"1355 W Rogers Blvd Ste 8, Skiatook, OK, 74070",,,3670586.0,36.3679314,-96.0190574,True,ROOFTOP,,,,,,Google,POINT (-96.01905739999999 36.3679314),True,Osage,Osage Reservation
"49594 Us Highway 93, Polson, MT, 59860",2034.0,47.0,7347934.0,47.694416,-114.160515,True,Non_Exact,"49594 US HWY 93, POLSON, MT, 59860",R,30.0,206887750.0,940301.0,Census,POINT (-114.160515 47.694416),True,Flathead,Flathead Reservation
"50331 Us Highway 93, Polson, MT, 59860",2049.0,47.0,7419585.0,47.692776,-114.14047,True,Non_Exact,"50331 US HWY 93, POLSON, MT, 59860",L,30.0,206903083.0,940301.0,Census,POINT (-114.14047 47.692776),True,Flathead,Flathead Reservation
"6030 Us Highway 101, Amanda Park, WA, 98526",1016.0,27.0,1415491.0,47.45917,-123.89341,True,Non_Exact,"6030 US HWY 101, AMANDA PARK, WA, 98526",R,53.0,180596309.0,940000.0,Census,POINT (-123.89341 47.45917),True,Quinault,Quinault Reservation
"301 W Grand Ave, Ponca City, OK, 74601",,,621511.0,36.7040599,-97.0868659,True,ROOFTOP,,,,,,Google,POINT (-97.08686590000001 36.7040599),True,Kaw/Ponca,Kaw/Ponca joint-use OTSA
"1002 W Arizona Ave, Parker, AZ, 85344",1080.0,12.0,950935.0,34.146843,-114.28858,True,Non_Exact,"1002 W ARIZONA AVE, PARKER, AZ, 85344",L,4.0,129726608.0,940200.0,Census,POINT (-114.28858 34.146843),True,Colorado River,Colorado River Indian Reservation
"503 S Riverside Dr, Espanola, NM, 87532",3087.0,39.0,801804.0,35.987972,-106.06265,True,Exact,"503 RIVERSIDE DR, ESPANOLA, NM, 87532",R,35.0,640410007.0,940700.0,Census,POINT (-106.06265 35.987972),True,Santa Clara,Santa Clara Pueblo
"391 E Makaala St, Hilo, HI, 96720",,,7464160.0,19.7010308,-155.0599936,True,ROOFTOP,,,,,,Google,POINT (-155.0599936 19.7010308),True,Waiakea,Waiakea Hawaiian Home Land
"49968 Harrison St, Coachella, CA, 92236",2046.0,65.0,1399997.0,33.685707,-116.1815,True,Exact,"49968 HARRISON ST, COACHELLA, CA, 92236",L,6.0,640967730.0,940400.0,Census,POINT (-116.1815 33.685707),True,Cabazon,Cabazon Reservation
"281 10th St, Plummer, ID, 83851",,,7478540.0,47.3355315,-116.8886404,True,ROOFTOP,,,,,,Google,POINT (-116.8886404 47.3355315),True,Coeur d'Alene,Coeur d'Alene Reservation
"N Main St, Parshall, ND, 58770",,,1411093.0,47.9553021,-102.1334382,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-102.1334382 47.9553021),True,Fort Berthold,Fort Berthold Reservation
"63307 Us Highway 93, Ronan, MT, 59864",2007.0,47.0,1620037.0,47.535717,-114.09949,True,Non_Exact,"63307 US HWY 93, RONAN, MT, 59864",L,30.0,639854706.0,940500.0,Census,POINT (-114.09949 47.535717),True,Flathead,Flathead Reservation
"15051 State Highway 172, Ignacio, CO, 81137",,,1870810.0,37.1283331,-107.6370233,True,ROOFTOP,,,,,,Google,POINT (-107.6370233 37.1283331),True,Southern Ute,Southern Ute Reservation
"602 W Central Blvd, Anadarko, OK, 73005",,,655356.0,35.072122,-98.2521495,True,ROOFTOP,,,,,,Google,POINT (-98.2521495 35.072122),True,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA
"555 Goddard Ave, Ignacio, CO, 81137",,,3869665.0,37.1155279,-107.633451,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-107.633451 37.1155279),True,Southern Ute,Southern Ute Reservation
"127 Main St SW, Ronan, MT, 59864",4066.0,47.0,1000415.0,47.528725,-114.09904,True,Exact,"127 MAIN ST SW, RONAN, MT, 59864",L,30.0,206910928.0,940500.0,Census,POINT (-114.09904 47.528725),True,Flathead,Flathead Reservation
"510 W Highland Ave, Ponca City, OK, 74601",,,1445466.0,36.7094907,-97.0899765,True,ROOFTOP,,,,,,Google,POINT (-97.08997650000001 36.7094907),True,Kaw/Ponca,Kaw/Ponca joint-use OTSA
"8415 N Pima Rd Ste 125, Scottsdale, AZ, 85258",,,7296843.0,33.55735120000001,-111.8908603,True,ROOFTOP,,,,,,Google,POINT (-111.8908603 33.55735120000001),True,Salt River,Salt River Reservation
"107 W Sd Highway 46, Wagner, SD, 57380",1004.0,23.0,7282609.0,43.081642,-98.29431,True,Exact,"107 STATE HWY 46, WAGNER, SD, 57380",L,46.0,624779703.0,940300.0,Census,POINT (-98.29431 43.081642),True,Yankton,Yankton Reservation
