Unnamed: 0,IMPAQ_ID,DBA Name,DBA Name_changes,DBA Name_update,Address Line 1,Address Line 1_changes,Address Line 1_update,City,City_changes,City_update,State,State_changes,State_update,Zip,Zip_changes,Zip_update,Latitude,Latitude_changes,Latitude_update,Longitude,Longitude_changes,Longitude_update,Full Address,Full Address_changes,Full Address_update,County,County_changes,County_update,Address Line 2,matchsource,est_id,found_pic,Manual Result,biz_status,Coordinates,On Tribe Land,Miles to Nearest Tribe,Assoc Tribe,Assoc Res,Nearest Tribe,Nearest Res,ori_flg,Owner Name,Owner City,Owner State,Non-Corporate Owned,Niel_id,Manual Validation Flag,SoS_record,URL,entity,agent_name,store_address,agent_address,agent_city,agent_state,agent_zip
697,697,BP,Correct,BP,312 MN AVE.,312 MINNESOTA AVE W,312 MINNESOTA AVE W,WALKER,Correct,WALKER,MN,Correct,MN,56484,Correct,56484,47.10188400000001,47.1020299,47.1020299,-94.579813,-94.5800383,-94.5800383,"312 MN AVE.  WALKER, MN 56484","312 Minnesota Ave W, Walker, MN 56484, USA","312 Minnesota Ave W, Walker, MN 56484, USA",,Correct,CASS,,Original,697.0,,,Active,POINT (-94.5800383 47.1020299),No,0.978575917,,,Leech Lake,Leech Lake Reservation,From Original List,,,,,,,866284900021,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=7db89afb-90b8-e511-8163-00155d01c56d,"494 BP, LLC",(Optional) Currently No Agent,,2655 CHESHIRE LN NORTH PLYMOUTH MN 55447 USA,North Plymouth,MN,55447
698,698,CASS LAKE LODGE,Correct,CASS LAKE LODGE,16293 60TH AVE. N.W.,Correct,16293 60TH AVE. N.W.,CASS LAKE,Correct,CASS LAKE,MN,Correct,MN,56633,Correct,56633,47.389922,Correct,47.389922,-94.599682,Correct,-94.599682,"16293 60TH AVE. N.W.  CASS LAKE, MN 56633",Correct,"16293 60TH AVE. N.W. CASS LAKE, MN 56633",,Correct,CASS,,Original,698.0,,,Active,POINT (-94.599682 47.389922),Yes,0.0,Leech Lake,Leech Lake Reservation,,,From Original List,,,,,,,,,,,,,,,
701,701,HOLIDAY STATIONSTORES,Correct,HOLIDAY STATIONSTORES,HWY. 371 & HWY. 34,-371-34,-371-34,WALKER,Correct,WALKER,MN,Correct,MN,56484,Correct,56484,47.10155,47.1017468,47.1017468,-94.5869,-94.5865728,-94.5865728,"HWY. 371 & HWY. 34  WALKER, MN 56484","MN-371 & MN-34, Walker, MN 56484, USA","MN-371 & MN-34, Walker, MN 56484, USA",,Correct,CASS,,Original,701.0,,,Active,POINT (-94.5865728 47.1017468),No,1.335330203,,,Leech Lake,Leech Lake Reservation,From Original List,,,,,,,794020100026,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=90521fed-786e-e411-ae63-001ec94ffe7f,Holiday Stationstores,,"4567 American Blvd W
Blmgtn, MN 55437
USA",,,,
716,716,ONAMIA DRUG,Correct,ONAMIA DRUG,516 MAIN ST.,516 MAIN ST,516 MAIN ST,ONAMIA,Correct,ONAMIA,MN,Correct,MN,56539,56359,56359,46.070641,46.07075,46.07075,-93.667342,-93.66723,-93.66723,"516 MAIN ST.  ONAMIA, MN 56539","516 Main St, Onamia, MN 56359, USA","516 Main St, Onamia, MN 56359, USA",,Correct,MILLE LACS,,Original,716.0,,,Active,POINT (-93.66723 46.07075),Yes,0.0,Mille Lacs,Mille Lacs Reservation,,,From Original List,,,,,,,8S-871,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=6407935c-a3d4-e011-a886-001ec94ffe7f,"ONAMIA DRUG, INC.",(Optional) Currently No Agent,,516 MAIN ST ONAMIA MN 56359 USA,Onamia,MN,56359
717,717,BENDICKSON GENERAL STORE,Correct,BENDICKSON GENERAL STORE,218 HWY. 59,218 US-59,218 US-59,BEJOU,Correct,BEJOU,MN,Correct,MN,56516,Correct,56516,47.4425,47.4446978,47.44469779999999,-95.97617,-95.975452,-95.975452,"218 HWY. 59  BEJOU, MN 56516","218 US-59, Bejou, MN 56516, USA","218 US-59, Bejou, MN 56516, USA",,Correct,MAHNOMEN,,Original,717.0,,,Active,POINT (-95.975452 47.44469779999999),Yes,0.0,White Earth,White Earth Reservation,,,From Original List,,,,,,,710923400029,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=216b2d8b-0647-e311-8e3a-001ec94ffe7f,"Bendickson General Store, LLC",Joyce Bendickson,,206 1ST ST BEJOU MN 56516 USA,Bejou,MN,56516
719,719,STAR MART,Correct,STAR MART,785 U.S. HIGHWAY 59,Correct,785 U.S. HIGHWAY 59,MAHNOMEN,Correct,MAHNOMEN,MN,Correct,MN,56557,Correct,56557,47.32187,Correct,47.32187,-95.96549,Correct,-95.96549,"785 U.S. HIGHWAY 59  MAHNOMEN, MN 56557",Correct,"785 U.S. HIGHWAY 59 MAHNOMEN, MN 56557",,Correct,MAHNOMEN,,Original,719.0,1.0,yes,Active,POINT (-95.96549 47.32187),Yes,0.0,White Earth,White Earth Reservation,,,From Original List,,,,,,,,,,,,,,,
726,726,NOAF''S SMOKE SHOP INC,Correct,NOAF''S SMOKE SHOP INC,1405 MILLER TRUNK HWY #200,1631 LONDON RD,1631 LONDON RD,DULUTH,Correct,DULUTH,MN,Correct,MN,55811,55812,55812,46.805363,46.8015975,46.8015975,-92.155802,-92.0751994,-92.0751994,"1405 MILLER TRUNK HWY #200  DULUTH, MN 55811","1631 London Rd, Duluth, MN 55812, USA","1631 London Rd, Duluth, MN 55812, USA",,Correct,ST. LOUIS,,Original,726.0,1.0,yes,Active,POINT (-92.0751994 46.8015975),No,1.5904046230000002,,,Fond du Lac,Fond du Lac Off-Reservation Trust Land,From Original List,,,,,,,1542682-2,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=02a57672-8cd4-e011-a886-001ec94ffe7f,Noaf's Smoke Shop Inc,(Optional) Currently No Agent,,1405 MILLER TRUNK HWY # 200 DULUTH MN 55811 USA,Duluth,MN,55811
1934,1934,,,ONAMIA DRUG,516 MAIN ST,Correct,516 MAIN ST,ONAMIA,Correct,ONAMIA,MN,Correct,MN,56359,Correct,56359,,,46.070625,,,-93.66652,,,"516 Main St, Onamia, MN, 56359",,Correct,MILLE LACS,,,,,,Active,POINT (-93.66652000000001 46.070625),Yes,,Mille Lacs,Mille Lacs Reservation,,,New Retailer,Independent,,,N,664663.0,,8S-871,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=6407935c-a3d4-e011-a886-001ec94ffe7f,"ONAMIA DRUG, INC.",(Optional) Currently No Agent,,516 MAIN ST ONAMIA MN 56359 USA,Onamia,MN,56359
1937,1937,,,THOMPSONS LAKE COUNTRY DRUG,205 MAIN ST W,Correct,205 MAIN ST W,ISLE,Correct,ISLE,MN,Correct,MN,56342,Correct,56342,,,46.1414474,,,-93.4619825,,,"205 Main St W, Isle, MN, 56342",,Correct,MILLE LACS,,,,,,Active,POINT (-93.4619825 46.1414474),Yes,,Mille Lacs,Mille Lacs Reservation,,,New Retailer,Independent,,,N,657975.0,,707795200024,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=b40fc4ad-0238-e311-8e3a-001ec94ffe7f,"Thompson's Lake Country Drug, Inc.",(Optional) Currently No Agent,,10228 270TH AVE. ISLE MN 56342 USA,Isle,MN,56342
1948,1948,,,MORNING STAR WINE & SPIRITS,104 N MAIN ST,Correct,104 N MAIN ST,WAHKON,Correct,WAHKON,MN,Correct,MN,56386,Correct,56386,,,46.11833,,,-93.52099,,,"104 N Main St, Wahkon, MN, 56386",,Correct,MILLE LACS,,,,,,Active,POINT (-93.52099 46.11833),Yes,,Mille Lacs,Mille Lacs Reservation,,,New Retailer,Independent,,,N,7368544.0,,790350800020,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=f3a7d842-b55e-e411-ae63-001ec94ffe7f,Morning Star Wine & Spirits,,"104 North Main Street
Wahkon, MN 56386
USA",,,,
1960,1960,,,Y BOTTLE SHOP,6838 Y FRONTAGE RD NW,Correct,6838 Y FRONTAGE RD NW,WALKER,Correct,WALKER,MN,Correct,MN,56484,Correct,56484,,,47.053978,,,-94.541504,,,"6838 Y Frontage Rd NW, Walker, MN, 56484",,Correct,CASS,,,,,,Active,POINT (-94.541504 47.053978),Yes,,Leech Lake,Leech Lake Reservation,,,New Retailer,Independent,,,N,1426008.0,,,,,,,,,,
1967,1967,,,WINNIE TRADING POST,38499 STATE HIGHWAY 46,Correct,38499 STATE HIGHWAY 46,DEER RIVER,Correct,DEER RIVER,MN,Correct,MN,56636,Correct,56636,,,47.430244,,,-94.01013,,,"38499 State Highway 46, Deer River, MN, 56636",,Correct,ITASCA,,,,,,Active,POINT (-94.01013 47.430244),Yes,,Leech Lake,Leech Lake Reservation,,,New Retailer,Independent,,,N,1640939.0,,998966100037,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=40e3adca-fc17-e811-9157-00155d0d6f70,WINNIE TRADING POST,,"38499 State Highway 46
Deer River, MN 56636
USA",,,,
1983,1983,,,S & S BOTTLE SHOP,45830 US HIGHWAY 2,Correct,45830 US HIGHWAY 2,DEER RIVER,Correct,DEER RIVER,MN,Correct,MN,56636,Correct,56636,,,47.339603,,,-93.814674,,,"45830 Us Highway 2, Deer River, MN, 56636",,Correct,ITASCA,,,,,,Active,POINT (-93.814674 47.339603),Yes,,Leech Lake,Leech Lake Reservation,,,New Retailer,Independent,,,N,1407091.0,,3816193-4,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=aca7a8b8-95d4-e011-a886-001ec94ffe7f,"S & S Bottle Shop, Inc.",(Optional) Currently No Agent,,48217 FRONTIER LN DEER RIVER MN 56636 USA,Deer River,MN,56636
1993,1993,,,SUPER STOP,38666 US HIGHWAY 169,Correct,38666 US HIGHWAY 169,ONAMIA,Correct,ONAMIA,MN,Correct,MN,56359,Correct,56359,,,46.107871,,,-93.6443488,,,"38666 Us Highway 169, Onamia, MN, 56359",,Correct,MILLE LACS,,,,,,Active,POINT (-93.6443488 46.107871),Yes,,Mille Lacs,Mille Lacs Reservation,,,New Retailer,Independent,,,N,7505218.0,,,,,,,,,,
2011,2011,,,THRIFTY WHITE DRUG,211 S MAIN ST,Correct,211 S MAIN ST,MAHNOMEN,Correct,MAHNOMEN,MN,Correct,MN,56557,Correct,56557,,,47.3135761,,,-95.9689655,,,"211 S Main St, Mahnomen, MN, 56557",,Correct,MAHNOMEN,,,,,,Active,POINT (-95.9689655 47.3135761),Yes,,White Earth,White Earth Reservation,,,New Retailer,Thrifty White Stores Inc,Minneapolis,MN,N,7400752.0,,834871300028,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=c0b2d431-1f36-e511-b14d-001ec94ffe7f,Thrifty White Drug,,"6055 Nathan Lane N
Suite 200
Plymouth, MN 55442
USA",,,,
2058,2058,,,TEALS MARKET,365 MAIN ST W,Correct,365 MAIN ST W,ISLE,Correct,ISLE,MN,Correct,MN,56342,Correct,56342,,,46.13772410000001,,,-93.4677796,,,"365 Main St W, Isle, MN, 56342",,Correct,MILLE LACS,,,,,,Active,POINT (-93.4677796 46.13772410000001),Yes,,Mille Lacs,Mille Lacs Reservation,,,New Retailer,Teals Management/HQ,Lisbon,ND,N,158190.0,,3453981-2,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=f6003c6f-94d4-e011-a886-001ec94ffe7f,Teal's Market,,"Jct Hwy 2 & Hwy 371 PO Bx 660
Cass Lake, MN 56633
USA",,,,
2078,2078,,,TEALS MARKET,604 LYLE CHISHOLM DR,Correct,604 LYLE CHISHOLM DR,CASS LAKE,Correct,CASS LAKE,MN,Correct,MN,56633,Correct,56633,,,47.3818569,,,-94.6131154,,,"604 Lyle Chisholm Dr, Cass Lake, MN, 56633",,Correct,CASS,,,,,,Active,POINT (-94.6131154 47.3818569),Yes,,Leech Lake,Leech Lake Reservation,,,New Retailer,Teals Management/HQ,Lisbon,ND,N,80041.0,,3453981-2,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=f6003c6f-94d4-e011-a886-001ec94ffe7f,Teal's Market,,"Jct Hwy 2 & Hwy 371 PO Bx 660
Cass Lake, MN 56633
USA",,,,
2083,2083,,,ON THE GO,223 MAIN AVE,Correct,223 MAIN AVE,CALLAWAY,Correct,CALLAWAY,MN,Correct,MN,56521,Correct,56521,,,46.98064,,,-95.90931,,,"223 Main Ave, Callaway, MN, 56521",,Correct,BECKER,,,,,,Active,POINT (-95.90931 46.98064),Yes,,White Earth,White Earth Reservation,,,New Retailer,Independent,,,N,3601256.0,,3224708-2,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=a48b9855-93d4-e011-a886-001ec94ffe7f,"On The Go, LLC",(Optional) Currently No Agent,,24313 HWY 59 DETROIT LAKES MN 56501 USA,Detroit Lakes,MN,56501
2105,2105,,,ANDERSON BROTHERS GARAGE,38721 US HIGHWAY 169,Correct,38721 US HIGHWAY 169,ONAMIA,Correct,ONAMIA,MN,Correct,MN,56359,Correct,56359,,,46.1085644,,,-93.6479712,,,"38721 Us Highway 169, Onamia, MN, 56359",,Correct,MILLE LACS,,,,,,Active,POINT (-93.6479712 46.1085644),Yes,,Mille Lacs,Mille Lacs Reservation,,,New Retailer,Independent,,,N,3935763.0,,3C-341,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=371379d7-b9d4-e011-a886-001ec94ffe7f,"Anderson Brothers Garage, Inc.",(Optional) Currently No Agent,,38721 US HWY 169 RT 1 ONAMIA MN 56359 USA,Onamia,MN,56359
2126,2126,,,DAKOTA STATION,6030 STURGEON LAKE RD,Correct,6030 STURGEON LAKE RD,WELCH,Correct,WELCH,MN,Correct,MN,55089,Correct,55089,,,44.62948,,,-92.65275,,,"6030 Sturgeon Lake Rd, Welch, MN, 55089",,Correct,GOODHUE,,,,,,Active,POINT (-92.65275 44.62948),Yes,,Prairie Island,Prairie Island Indian Community,,,New Retailer,Independent,,,N,1935126.0,,4096557-2,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=69277ef5-96d4-e011-a886-001ec94ffe7f,Dakota Station,,"124 E Hwy 13
Burnsville, MN 55337
USA",,,,
2190,2190,,,CENEX,925 HWY 47 S,Correct,925 HWY 47 S,ISLE,Correct,ISLE,MN,Correct,MN,56342,Correct,56342,,,46.1372364,,,-93.4600918,,,"925 Hwy 47 S, Isle, MN, 56342",,Correct,MILLE LACS,,,,,,Active,POINT (-93.4600918 46.1372364),Yes,,Mille Lacs,Mille Lacs Reservation,,,New Retailer,Federated Co-Ops Inc,Princeton,MN,Y,514000.0,,988857900021,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=305e2ddd-61ea-e711-9154-00155d0d6f70,Cenex,,"215 Central Avenue S
PO Box 89
Elbow Lake, MN 56531
USA",,,,
2196,2196,,,STAR MART,785 S HIGHWAY 59,Correct,785 S HIGHWAY 59,MAHNOMEN,Correct,MAHNOMEN,MN,Correct,MN,56557,Correct,56557,,,47.3084159,,,-95.959332,,,"785 S Highway 59, Mahnomen, MN, 56557",,Correct,MAHNOMEN,,,,,,Active,POINT (-95.959332 47.3084159),Yes,,White Earth,White Earth Reservation,,,New Retailer,Independent,,,N,625189.0,,,,,,,,,,
2197,2197,,,ORTONS,6864 US HWY 2 NW,Correct,6864 US HWY 2 NW,CASS LAKE,Correct,CASS LAKE,MN,Correct,MN,56633,Correct,56633,,,47.383698,,,-94.6478142,,,"6864 US Hwy 2 NW, Cass Lake, MN, 56633",,Correct,CASS,,,,,,Active,POINT (-94.6478142 47.383698),Yes,,Leech Lake,Leech Lake Reservation,,,New Retailer,Independent,,,N,1819525.0,,,,,,,,,,
2202,2202,,,BENDICKSON GENERAL STORE,218 N HIGHWAY 59,Correct,218 N HIGHWAY 59,BEJOU,Correct,BEJOU,MN,Correct,MN,56516,Correct,56516,,,47.442505,,,-95.97617,,,"218 N Highway 59, Bejou, MN, 56516",,Correct,MAHNOMEN,,,,,,Active,POINT (-95.97617 47.442505),Yes,,White Earth,White Earth Reservation,,,New Retailer,Independent,,,N,752254.0,,710923400029,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=216b2d8b-0647-e311-8e3a-001ec94ffe7f,"Bendickson General Store, LLC",Joyce Bendickson,,206 1ST ST BEJOU MN 56516 USA,Bejou,MN,56516
2203,2203,,,MAX MINI STORE,50758 STATE HIGHWAY 46,Correct,50758 STATE HIGHWAY 46,SQUAW LAKE,Correct,SQUAW LAKE,MN,Correct,MN,56681,Correct,56681,,,47.613365,,,-94.12826,,,"50758 State Highway 46, Squaw Lake, MN, 56681",,Correct,ITASCA,,,,,,Active,POINT (-94.12826 47.613365),Yes,,Leech Lake,Leech Lake Reservation,,,New Retailer,Independent,,,N,1514595.0,,9C-344,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=8cfc2787-b7d4-e011-a886-001ec94ffe7f,"Max Mini Store, Inc.",(Optional) Currently No Agent,,50758 MICHALEK RD SQUAW LAKE MN 56681 USA,Squaw Lake,MN,56681
2208,2208,,,STRAWBERRY LAKE STORE,32000 COUNTY ROAD 143,Correct,32000 COUNTY ROAD 143,OGEMA,Correct,OGEMA,MN,Correct,MN,56569,Correct,56569,,,47.04905,,,-95.721,,,"32000 County Road 143, Ogema, MN, 56569",,Correct,BECKER,,,,,,Active,POINT (-95.721 47.04905),Yes,,White Earth,White Earth Reservation,,,New Retailer,Independent,,,N,1655774.0,,1064928800027,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=114aeb9f-de20-e911-916a-00155d0deff0,Strawberry Lake Store,,"32000 co rd 143
Ogema, Minnesota 56569-9543–5656
United States",,,,
2212,2212,,,CHIEF CORNER STORE,48548 POW WOW HWY,Correct,48548 POW WOW HWY,PONSFORD,Correct,PONSFORD,MN,Correct,MN,56575,Correct,56575,,,46.977474,,,-95.383064,,,"48548 Pow Wow Hwy, Ponsford, MN, 56575",,Correct,BECKER,,,,,,Active,POINT (-95.383064 46.977474),Yes,,White Earth,White Earth Reservation,,,New Retailer,Independent,,,N,1985210.0,,1691761-2,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=f66421fc-8cd4-e011-a886-001ec94ffe7f,CHIEF CORNER STORE,,"48548 Pow Wow Hwy
Ponsford, MN 56575
USA",,,,
2215,2215,,,MORNING STAR MARKET,104 N MAIN ST,Correct,104 N MAIN ST,WAHKON,Correct,WAHKON,MN,Correct,MN,56386,Correct,56386,,,46.11833,,,-93.52099,,,"104 N Main St, Wahkon, MN, 56386",,Correct,MILLE LACS,,,,,,Active,POINT (-93.52099 46.11833),Yes,,Mille Lacs,Mille Lacs Reservation,,,New Retailer,Independent,,,N,1657498.0,,260103,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=a1ce1dec-b0d4-e011-a886-001ec94ffe7f,Morning Star Market,,"104 North Main Street
Wahkon, MN 56386
USA",,,,
2239,2239,,,ORTON OIL,6854 Y FRONTAGE RD NW,Correct,6854 Y FRONTAGE RD NW,WALKER,Correct,WALKER,MN,Correct,MN,56484,Correct,56484,,,47.054146,,,-94.54213,,,"6854 Y Frontage Rd NW, Walker, MN, 56484",,Correct,CASS,,,,,,Active,POINT (-94.54213 47.054146),Yes,,Leech Lake,Leech Lake Reservation,,,New Retailer,Orton Oil Co,Walker,MN,N,690083.0,,914695700047,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=85224f88-51ab-e611-8166-00155d46d26e,"Orton Oil Company, LLC",Tim Orton,,6065 OBERLY LOOP RD BOX 820 WALKER MN 56484 USA,Walker,MN,56484
2242,2242,,,EZ ONE STOP,3194 US HIGHWAY 59,Correct,3194 US HIGHWAY 59,WAUBUN,Correct,WAUBUN,MN,Correct,MN,56589,Correct,56589,,,47.1799,,,-95.9331,,,"3194 Us Highway 59, Waubun, MN, 56589",,Correct,MAHNOMEN,,,,,,Active,POINT (-95.9331 47.1799),Yes,,White Earth,White Earth Reservation,,,New Retailer,Independent,,,N,988557.0,,7B-61,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=f3954648-9ad4-e011-a886-001ec94ffe7f,"E/Z One Stop, Inc.",(Optional) Currently No Agent,,3194 US HWY 59 WAUBUN MN 56589 USA,Waubun,MN,56589
2343,2343,,,DOLLAR GENERAL,324 HWY 59,Correct,324 HWY 59,MAHNOMEN,Correct,MAHNOMEN,MN,Correct,MN,56557,Correct,56557,,,47.3127089,,,-95.9627406,,,"324 Hwy 59, Mahnomen, MN, 56557",,Correct,MAHNOMEN,,,,,,Active,POINT (-95.9627406 47.3127089),Yes,,White Earth,White Earth Reservation,,,New Retailer,Dollar General/HQ,Goodlettsville,TN,N,7493153.0,,,,,,,,,,
2349,2349,,,DOLLAR GENERAL,207 MAIN ST,Correct,207 MAIN ST,ONAMIA,Correct,ONAMIA,MN,Correct,MN,56359,Correct,56359,,,46.0712876,,,-93.6623078,,,"207 Main St, Onamia, MN, 56359",,Correct,MILLE LACS,,,,,,Active,POINT (-93.66230779999999 46.0712876),Yes,,Mille Lacs,Mille Lacs Reservation,,,New Retailer,Dollar General/HQ,Goodlettsville,TN,N,7593797.0,,,,,,,,,,
2360,2360,,,DOLLAR GENERAL,1760 SCENIC DR N,Correct,1760 SCENIC DR N,ISLE,Correct,ISLE,MN,Correct,MN,56342,Correct,56342,,,46.1507148,,,-93.4623083,,,"1760 Scenic Dr N, Isle, MN, 56342",,Correct,MILLE LACS,,,,,,Active,POINT (-93.4623083 46.1507148),Yes,,Mille Lacs,Mille Lacs Reservation,,,New Retailer,Dollar General/HQ,Goodlettsville,TN,N,7368243.0,,,,,,,,,,
2368,2368,,,FAMILY DOLLAR,611 ASPEN AVE NW,Correct,611 ASPEN AVE NW,CASS LAKE,Correct,CASS LAKE,MN,Correct,MN,56633,Correct,56633,,,47.3804,,,-94.61203,,,"611 Aspen Ave NW, Cass Lake, MN, 56633",,Correct,CASS,,,,,,Active,POINT (-94.61203 47.3804),Yes,,Leech Lake,Leech Lake Reservation,,,New Retailer,Family Dollar Stores Inc,Matthews,NC,N,7288770.0,,87825,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=21e19922-a5d4-e011-a886-001ec94ffe7f,"FAMILY DOLLAR, INC.",Corporation Service Company,,2345 RICE ST SUITE 230 ROSEVILLE MN 55113–5603 USA,Roseville,MN,55113
2413,2413,,,SILVERS,777 LADY LUCK DR,Correct,777 LADY LUCK DR,HINCKLEY,Correct,HINCKLEY,MN,Correct,MN,55037,Correct,55037,,,46.0091967,,,-92.8970825,,,"777 Lady Luck Dr, Hinckley, MN, 55037",,Correct,PINE,,,,,,Active,POINT (-92.8970825 46.0091967),Yes,,Mille Lacs,Mille Lacs Reservation,,,New Retailer,Independent,,,N,3756245.0,,,,,,,,,,
2432,2432,,,MUGGS MAIN STREET SALOON,200 N MAIN ST,Correct,200 N MAIN ST,WAHKON,Correct,WAHKON,MN,Correct,MN,56386,Correct,56386,,,46.119312,,,-93.52102,,,"200 N Main St, Wahkon, MN, 56386",,Correct,MILLE LACS,,,,,,Active,POINT (-93.52101999999999 46.119312),Yes,,Mille Lacs,Mille Lacs Reservation,,,New Retailer,Independent,,,N,5647955.0,,4159802-2,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=38c22a3d-97d4-e011-a886-001ec94ffe7f,Mugg's Main Street Saloon,,"200 N Main Str
Wahkon, MN 56386
USA",,,,
2435,2435,,,TROPHYS,11247 STATE HIGHWAY 27,Correct,11247 STATE HIGHWAY 27,ONAMIA,Correct,ONAMIA,MN,Correct,MN,56359,Correct,56359,,,46.1072091,,,-93.6425191,,,"11247 State Highway 27, Onamia, MN, 56359",,Correct,MILLE LACS,,,,,,Active,POINT (-93.6425191 46.1072091),Yes,,Mille Lacs,Mille Lacs Reservation,,,New Retailer,Independent,,,N,5649098.0,,,,,,,,,,
2439,2439,,,LEINOS RIVERSIDE PUB,51911 ST HWY 46,Correct,51911 ST HWY 46,SQUAW LAKE,Correct,SQUAW LAKE,MN,Correct,MN,56681,Correct,56681,,,47.62778,,,-94.136734,,,"51911 St Hwy 46, Squaw Lake, MN, 56681",,Correct,ITASCA,,,,,,Active,POINT (-94.136734 47.62778),Yes,,Leech Lake,Leech Lake Reservation,,,New Retailer,Independent,,,N,7593210.0,,1005408700022,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=a718bc63-b123-e811-9158-00155d0d6f70,"Leino's Riverside Pub, Inc.",(Optional) Currently No Agent,,51911 HWY 46 N SQUAW LAKE MN 56681 USA,Squaw Lake,MN,56681
2446,2446,,,WAHKON INN,235 N MAIN ST,Correct,235 N MAIN ST,WAHKON,Correct,WAHKON,MN,Correct,MN,56386,Correct,56386,,,46.119602,,,-93.52104,,,"235 N Main St, Wahkon, MN, 56386",,Correct,MILLE LACS,,,,,,Active,POINT (-93.52104 46.119602),Yes,,Mille Lacs,Mille Lacs Reservation,,,New Retailer,Independent,,,N,5649211.0,,5I-615,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=1249876e-b0d4-e011-a886-001ec94ffe7f,"WAHKON INN, INC.",(Optional) Currently No Agent,,25543 CO RD 10 BOVEY MN 55709 USA,Bovey,MN,55709
2515,2515,,,COUNTRY CORNER,9497 HIGHWAY 2,Correct,9497 HIGHWAY 2,BROOKSTON,Correct,BROOKSTON,MN,Correct,MN,55711,Correct,55711,,,46.855537,,,-92.67948,,,"9497 Highway 2, Brookston, MN, 55711",,Correct,ST. LOUIS,,,,,,Active,POINT (-92.67948 46.855537),Yes,,Fond du Lac,Fond du Lac Reservation,,,New Retailer,Independent,,,N,5646563.0,,,,,,,,,,
2527,2527,,,LOUNGE ON BIG LAKE SHORES,979 CARY RD,Correct,979 CARY RD,CLOQUET,Correct,CLOQUET,MN,Correct,MN,55720,Correct,55720,,,46.703587,,,-92.61814,,,"979 Cary Rd, Cloquet, MN, 55720",,Correct,CARLTON,,,,,,Active,POINT (-92.61814 46.703587),Yes,,Fond du Lac,Fond du Lac Reservation,,,New Retailer,Independent,,,N,1987199.0,,724917-3,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=a796947a-87d4-e011-a886-001ec94ffe7f,"The Lounge on Big Lake Shores, Inc.",Patricia K Swanstrom,,1065 CARY RD CLOQUET MN 55720 USA,Cloquet,MN,55720
2532,2532,,,STUMPS BAR & GRILL,500 MAIN ST,Correct,500 MAIN ST,BEJOU,Correct,BEJOU,MN,Correct,MN,56516,Correct,56516,,,47.44227,,,-95.974525,,,"500 Main St, Bejou, MN, 56516",,Correct,MAHNOMEN,,,,,,Active,POINT (-95.974525 47.44227),Yes,,White Earth,White Earth Reservation,,,New Retailer,Independent,,,N,5646628.0,,3438091-2,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=037e4b63-94d4-e011-a886-001ec94ffe7f,"Stump's Bar & Grill, LLC",(Optional) Currently No Agent,,500 MAIN ST PO BX 2044 BEJOU MN 56516 USA,Bejou,MN,56516
2543,2543,,,VETERANS OF FOREIGN WARS,38692 US HIGHWAY 169,Correct,38692 US HIGHWAY 169,ONAMIA,Correct,ONAMIA,MN,Correct,MN,56359,Correct,56359,,,46.112484,,,-93.64939,,,"38692 Us Highway 169, Onamia, MN, 56359",,Correct,MILLE LACS,,,,,,Active,POINT (-93.64939 46.112484),Yes,,Mille Lacs,Mille Lacs Reservation,,,New Retailer,Independent,,,Y,5645380.0,,2858138-2,https://mblsportal.sos.state.mn.us/Business/SearchDetails?filingGuid=91dc41e3-91d4-e011-a886-001ec94ffe7f,Veterans of Foreign Wars 6992,(Optional) Currently No Agent,,901 N BENTON DR SAUK RAPIDS MN 56379 USA,Sauk Rapids,MN,56379
